Customer ID,Recency_Score,Frequency_Score,Monetary_Score,Segment
14968,4,1,1,promising
14970,3,4,4,loyal_customers
14971,3,3,4,need_attention
14972,2,1,1,hibernating
14973,2,3,4,at_risk
14974,3,1,1,about_to_sleep
14975,3,1,2,about_to_sleep
14976,3,5,3,loyal_customers
14978,2,4,4,at_risk
14981,1,1,1,hibernating
14984,4,3,1,potential_loyalists
14985,1,3,2,at_risk
14987,4,3,2,potential_loyalists
14988,1,1,2,hibernating
14995,3,3,1,need_attention
14997,3,3,3,need_attention
14998,2,3,2,at_risk
15000,3,1,3,about_to_sleep
15002,2,4,4,at_risk
15004,2,1,4,hibernating
15005,4,5,5,loyal_customers
15006,3,1,3,about_to_sleep
15007,2,1,1,hibernating
15009,5,3,4,potential_loyalists
15010,3,1,2,about_to_sleep
15012,3,3,2,need_attention
15014,3,3,2,need_attention
15016,2,1,1,hibernating
15017,3,1,1,about_to_sleep
15018,3,3,3,need_attention
15019,1,1,2,hibernating
15021,5,5,4,champions
15022,5,4,3,champions
15023,5,5,5,champions
15024,5,5,4,champions
15025,3,1,2,about_to_sleep
15026,2,3,2,at_risk
15027,4,4,4,loyal_customers
15028,5,4,3,champions
15030,3,3,3,need_attention
15031,5,4,3,champions
15032,1,3,5,at_risk
15033,5,5,5,champions
15034,4,5,5,loyal_customers
15035,2,1,2,hibernating
15036,2,3,2,at_risk
15038,3,5,3,loyal_customers
15039,5,5,5,champions
15041,2,1,1,hibernating
15042,1,1,1,hibernating
15043,4,1,3,promising
15044,4,5,5,loyal_customers
15045,2,3,3,at_risk
15046,5,5,5,champions
15047,1,1,2,hibernating
15048,3,4,2,loyal_customers
15049,1,1,1,hibernating
15050,4,3,4,potential_loyalists
15051,4,3,4,potential_loyalists
15052,1,1,1,hibernating
15053,5,3,3,potential_loyalists
15054,5,3,2,potential_loyalists
15057,1,3,4,at_risk
15058,4,5,5,loyal_customers
15059,3,5,4,loyal_customers
15060,5,4,2,champions
15061,5,5,5,champions
15062,3,4,4,loyal_customers
15063,1,1,2,hibernating
15065,3,4,5,loyal_customers
15066,3,1,3,about_to_sleep
15067,2,3,4,at_risk
15068,3,3,3,need_attention
15069,2,1,4,hibernating
15070,1,1,1,hibernating
15071,2,3,4,at_risk
15073,5,3,4,potential_loyalists
15074,2,1,3,hibernating
15075,2,1,3,hibernating
15076,2,1,3,hibernating
15078,5,5,5,champions
15079,1,4,3,at_risk
15081,4,4,3,loyal_customers
15083,1,1,1,hibernating
15087,1,1,2,hibernating
15088,4,3,4,potential_loyalists
15089,5,5,5,champions
15090,1,1,2,hibernating
15091,3,1,2,about_to_sleep
15092,1,3,2,at_risk
15093,4,5,5,loyal_customers
15095,2,4,4,at_risk
15096,3,1,1,about_to_sleep
15097,5,1,1,new_customers
15098,1,3,5,at_risk
15099,2,1,2,hibernating
15100,1,3,3,at_risk
15101,5,3,2,potential_loyalists
15103,4,3,3,potential_loyalists
15104,1,3,4,at_risk
15105,4,5,5,loyal_customers
15106,4,4,4,loyal_customers
15107,1,5,2,cant_loose
15108,2,4,4,at_risk
15109,1,1,2,hibernating
15110,4,4,4,loyal_customers
15111,4,3,4,potential_loyalists
15113,5,3,5,potential_loyalists
15114,4,5,5,loyal_customers
15115,4,1,2,promising
15116,4,4,4,loyal_customers
15117,4,4,4,loyal_customers
15118,2,1,1,hibernating
15119,1,1,2,hibernating
15120,2,1,2,hibernating
15121,3,3,2,need_attention
15122,2,3,4,at_risk
15123,5,3,5,potential_loyalists
15124,4,3,1,potential_loyalists
15125,4,5,5,loyal_customers
15127,3,1,2,about_to_sleep
15128,3,4,4,loyal_customers
15129,3,5,5,loyal_customers
15130,2,1,2,hibernating
15132,4,4,4,loyal_customers
15133,2,3,4,at_risk
15134,4,5,4,loyal_customers
15135,1,1,1,hibernating
15136,5,4,4,champions
15139,1,3,1,at_risk
15140,3,5,5,loyal_customers
15142,3,1,3,about_to_sleep
15143,1,1,2,hibernating
15144,5,5,5,champions
15145,5,4,4,champions
15146,2,3,4,at_risk
15147,1,1,3,hibernating
15148,5,1,2,new_customers
15149,2,1,3,hibernating
15150,4,5,5,loyal_customers
15152,5,5,5,champions
15153,4,1,2,promising
15154,2,1,2,hibernating
15156,5,3,4,potential_loyalists
15157,5,3,4,potential_loyalists
15158,3,1,2,about_to_sleep
15159,5,5,5,champions
15160,1,1,1,hibernating
15163,4,3,2,potential_loyalists
15164,3,3,3,need_attention
15165,1,1,2,hibernating
15167,1,1,1,hibernating
15168,4,1,1,promising
15171,1,1,4,hibernating
15172,5,4,4,champions
15174,1,1,1,hibernating
15175,3,1,1,about_to_sleep
15178,1,1,1,hibernating
15179,4,4,5,loyal_customers
15180,1,1,1,hibernating
15181,3,3,3,need_attention
15182,2,3,3,at_risk
15184,4,3,2,potential_loyalists
15185,3,1,2,about_to_sleep
15186,4,3,2,potential_loyalists
15187,5,5,5,champions
15189,5,5,5,champions
15192,2,3,4,at_risk
15193,3,1,3,about_to_sleep
15194,5,5,5,champions
15195,5,1,5,new_customers
15197,5,3,4,potential_loyalists
15198,2,3,1,at_risk
15199,3,4,4,loyal_customers
15201,2,4,4,at_risk
15203,4,5,4,loyal_customers
15204,1,1,2,hibernating
15205,2,3,3,at_risk
15206,5,4,2,champions
15208,5,4,3,champions
15210,1,1,2,hibernating
15211,3,3,3,need_attention
15212,1,1,1,hibernating
15213,1,3,2,at_risk
15214,5,5,4,champions
15215,3,3,3,need_attention
15216,2,1,1,hibernating
15218,5,5,5,champions
15219,2,1,2,hibernating
15220,3,5,4,loyal_customers
15221,1,1,2,hibernating
15222,1,1,3,hibernating
15223,1,3,3,at_risk
15224,1,3,2,at_risk
15225,1,1,2,hibernating
15226,1,1,1,hibernating
15227,3,4,4,loyal_customers
15228,3,4,5,loyal_customers
15230,1,3,2,at_risk
15232,2,3,3,at_risk
15234,1,1,1,hibernating
15235,1,5,5,cant_loose
15236,1,1,2,hibernating
15237,5,4,4,champions
15238,4,3,4,potential_loyalists
15239,5,3,3,potential_loyalists
15240,3,4,4,loyal_customers
15241,3,5,4,loyal_customers
15243,2,1,2,hibernating
15244,3,3,3,need_attention
15245,2,3,5,at_risk
15246,1,3,3,at_risk
15247,2,1,2,hibernating
15249,4,5,5,loyal_customers
15251,5,5,5,champions
15252,3,3,3,need_attention
15253,4,4,3,loyal_customers
15254,2,1,2,hibernating
15255,3,1,3,about_to_sleep
15256,2,1,1,hibernating
15257,1,1,2,hibernating
15258,2,3,3,at_risk
15260,2,5,4,cant_loose
15261,2,1,2,hibernating
15262,1,1,1,hibernating
15263,2,1,1,hibernating
15264,3,1,2,about_to_sleep
15265,2,3,4,at_risk
15266,1,1,1,hibernating
15267,4,4,4,loyal_customers
15269,4,1,2,promising
15270,4,5,5,loyal_customers
15271,5,5,5,champions
15272,3,3,3,need_attention
15274,5,3,3,potential_loyalists
15275,3,1,3,about_to_sleep
15276,3,1,1,about_to_sleep
15277,3,1,2,about_to_sleep
15279,1,1,2,hibernating
15280,2,1,1,hibernating
15281,3,5,5,loyal_customers
15286,3,1,1,about_to_sleep
15287,4,3,2,potential_loyalists
15288,3,4,5,loyal_customers
15289,4,3,3,potential_loyalists
15290,5,5,5,champions
15291,4,5,5,loyal_customers
15292,1,1,1,hibernating
15296,3,5,5,loyal_customers
15297,5,3,3,potential_loyalists
15298,5,5,5,champions
15299,3,5,5,loyal_customers
15300,3,1,3,about_to_sleep
15301,3,5,5,loyal_customers
15303,1,1,3,hibernating
15304,3,5,3,loyal_customers
15306,3,3,4,need_attention
15307,2,1,1,hibernating
15308,1,1,2,hibernating
15311,5,5,5,champions
15312,2,4,3,at_risk
15313,2,1,1,hibernating
15314,1,1,2,hibernating
15315,3,3,3,need_attention
15316,1,1,1,hibernating
15318,5,1,2,new_customers
15319,1,1,1,hibernating
15320,3,1,2,about_to_sleep
15321,3,3,5,need_attention
15322,2,1,3,hibernating
15325,2,1,1,hibernating
15326,1,1,2,hibernating
15327,3,1,1,about_to_sleep
15329,3,3,4,need_attention
15330,4,3,3,potential_loyalists
15332,1,4,4,at_risk
15333,1,1,4,hibernating
15334,2,3,2,at_risk
15335,3,1,1,about_to_sleep
15339,3,3,3,need_attention
15341,2,1,4,hibernating
15342,2,1,2,hibernating
15343,2,1,2,hibernating
15344,5,3,3,potential_loyalists
15345,3,1,2,about_to_sleep
15346,1,1,2,hibernating
15347,1,1,1,hibernating
15348,2,1,1,hibernating
15349,2,3,2,at_risk
15350,1,1,1,hibernating
15351,5,5,4,champions
15353,1,3,3,at_risk
15355,4,3,2,potential_loyalists
15356,4,5,5,loyal_customers
15358,5,5,5,champions
15360,3,1,2,about_to_sleep
15361,1,1,2,hibernating
15363,1,1,2,hibernating
15364,2,3,3,at_risk
15365,4,5,5,loyal_customers
15366,2,3,3,at_risk
15367,3,4,4,loyal_customers
15368,4,1,2,promising
15370,3,5,5,loyal_customers
15372,2,1,4,hibernating
15373,5,5,5,champions
15374,2,1,1,hibernating
15376,3,3,4,need_attention
15379,2,5,5,cant_loose
15380,5,4,4,champions
15381,1,3,3,at_risk
15382,4,5,5,loyal_customers
15384,2,3,3,at_risk
15385,3,1,2,about_to_sleep
15386,1,1,2,hibernating
15388,1,1,1,hibernating
15389,2,1,3,hibernating
15392,5,4,4,champions
15393,4,3,1,potential_loyalists
15394,5,4,5,champions
15395,1,1,1,hibernating
15396,2,1,2,hibernating
15397,1,1,1,hibernating
15398,4,3,4,potential_loyalists
15399,5,3,3,potential_loyalists
15400,2,4,3,at_risk
15402,2,3,3,at_risk
15405,1,1,2,hibernating
15406,4,3,3,potential_loyalists
15407,3,4,4,loyal_customers
15408,1,1,2,hibernating
15410,2,5,5,cant_loose
15411,4,4,4,loyal_customers
15412,2,1,1,hibernating
15414,5,3,3,potential_loyalists
15415,1,1,3,hibernating
15416,3,4,5,loyal_customers
15417,2,1,3,hibernating
15419,4,1,1,promising
15421,3,4,4,loyal_customers
15422,1,3,1,at_risk
15423,3,1,1,about_to_sleep
15424,1,3,2,at_risk
15426,4,4,4,loyal_customers
15427,3,3,4,need_attention
15428,4,1,1,promising
15429,4,3,2,potential_loyalists
15432,4,1,1,promising
15433,1,3,3,at_risk
15434,5,4,4,champions
15435,4,1,1,promising
15436,5,3,4,potential_loyalists
15437,1,1,1,hibernating
15438,2,1,1,hibernating
15440,3,3,2,need_attention
15442,1,1,3,hibernating
15443,5,5,5,champions
15444,5,3,4,potential_loyalists
15445,1,1,1,hibernating
15447,1,1,1,hibernating
15448,1,1,3,hibernating
15449,4,3,4,potential_loyalists
15450,4,1,2,promising
15452,4,3,3,potential_loyalists
15453,5,5,4,champions
15454,1,1,1,hibernating
15456,1,3,2,at_risk
15457,1,1,1,hibernating
15458,4,1,1,promising
15460,1,1,1,hibernating
15462,2,3,1,at_risk
15463,4,1,1,promising
15464,1,1,4,hibernating
15465,4,5,5,loyal_customers
15466,2,1,2,hibernating
15467,5,3,3,potential_loyalists
15468,3,3,2,need_attention
15469,3,3,3,need_attention
15471,5,1,2,new_customers
15472,2,1,2,hibernating
15473,4,5,4,loyal_customers
15475,2,1,2,hibernating
15478,3,3,4,need_attention
15480,2,1,3,hibernating
15482,4,5,5,loyal_customers
15483,2,4,1,at_risk
15484,5,4,5,champions
15485,4,3,5,potential_loyalists
15488,2,1,1,hibernating
15489,4,3,4,potential_loyalists
15491,2,5,5,cant_loose
15492,4,3,3,potential_loyalists
15493,4,4,4,loyal_customers
15494,4,3,4,potential_loyalists
15497,4,3,4,potential_loyalists
15498,5,5,5,champions
15500,5,4,4,champions
15502,4,5,5,loyal_customers
15503,1,1,1,hibernating
15504,2,1,1,hibernating
15505,3,4,5,loyal_customers
15506,4,3,4,potential_loyalists
15507,2,1,3,hibernating
15508,1,5,4,cant_loose
15510,1,1,1,hibernating
15511,5,4,3,champions
15512,2,3,1,at_risk
15513,3,5,5,loyal_customers
15514,5,5,5,champions
15516,3,3,1,need_attention
15517,1,1,2,hibernating
15518,3,5,4,loyal_customers
15520,5,1,2,new_customers
15521,3,5,5,loyal_customers
15522,4,3,2,potential_loyalists
15523,2,1,2,hibernating
15524,4,1,2,promising
15525,5,3,3,potential_loyalists
15526,3,3,1,need_attention
15527,4,5,5,loyal_customers
15528,1,1,1,hibernating
15529,4,5,5,loyal_customers
15530,4,4,4,loyal_customers
15531,5,3,4,potential_loyalists
15532,4,4,4,loyal_customers
15533,4,3,3,potential_loyalists
15535,2,4,3,at_risk
15537,2,1,1,hibernating
15539,5,1,3,new_customers
15540,5,1,1,new_customers
15541,2,1,1,hibernating
15543,1,1,1,hibernating
15544,5,5,5,champions
15545,3,3,2,need_attention
15547,5,5,5,champions
15549,2,3,4,at_risk
15550,5,4,3,champions
15551,3,1,2,about_to_sleep
15552,1,1,1,hibernating
15553,3,1,2,about_to_sleep
15554,1,1,1,hibernating
15555,5,5,5,champions
15556,4,1,2,promising
15557,4,1,2,promising
15561,5,4,3,champions
15562,1,1,1,hibernating
15563,4,4,4,loyal_customers
15565,3,3,1,need_attention
15567,4,1,1,promising
15568,5,3,3,potential_loyalists
15569,2,4,4,at_risk
15570,5,5,5,champions
15571,5,4,3,champions
15572,5,5,5,champions
15573,4,3,3,potential_loyalists
15574,2,4,3,at_risk
15576,3,1,3,about_to_sleep
15577,2,3,2,at_risk
15578,2,1,1,hibernating
15579,3,3,2,need_attention
15581,2,5,5,cant_loose
15582,4,3,3,potential_loyalists
15584,4,4,3,loyal_customers
15585,2,1,2,hibernating
15587,3,4,3,loyal_customers
15589,1,3,2,at_risk
15592,3,1,2,about_to_sleep
15593,3,1,1,about_to_sleep
15594,4,4,4,loyal_customers
15596,2,4,4,at_risk
15597,3,1,2,about_to_sleep
15598,3,1,1,about_to_sleep
15599,4,3,3,potential_loyalists
15601,5,5,5,champions
15602,5,5,4,champions
15603,2,1,1,hibernating
15604,3,1,1,about_to_sleep
15605,3,4,4,loyal_customers
15606,3,5,5,loyal_customers
15607,1,1,1,hibernating
15608,4,4,4,loyal_customers
15609,1,1,2,hibernating
15610,3,1,1,about_to_sleep
15611,5,5,4,champions
15612,3,3,1,need_attention
15615,5,5,5,champions
15618,4,4,3,loyal_customers
15619,5,1,2,new_customers
15620,3,3,4,need_attention
15621,5,4,4,champions
15622,3,5,5,loyal_customers
15623,2,1,2,hibernating
15624,2,4,3,at_risk
15625,2,4,4,at_risk
15626,2,3,3,at_risk
15628,5,5,5,champions
15630,3,3,4,need_attention
15632,4,5,5,loyal_customers
15634,4,1,1,promising
15636,2,3,3,at_risk
15637,3,1,1,about_to_sleep
15639,2,1,2,hibernating
15640,5,5,5,champions
15641,2,4,4,at_risk
15643,1,3,3,at_risk
15644,2,4,3,at_risk
15645,4,1,3,promising
15646,2,3,2,at_risk
15648,1,3,3,at_risk
15649,1,3,3,at_risk
15651,3,3,3,need_attention
15652,2,1,2,hibernating
15653,2,3,3,at_risk
15654,5,3,3,potential_loyalists
15655,1,1,3,hibernating
15656,3,4,3,loyal_customers
15657,4,1,1,promising
15658,1,4,4,at_risk
15659,3,1,2,about_to_sleep
15660,4,5,4,loyal_customers
15661,1,3,2,at_risk
15663,2,1,1,hibernating
15664,3,1,2,about_to_sleep
15665,2,3,5,at_risk
15667,3,1,2,about_to_sleep
15668,1,1,1,hibernating
15669,3,4,3,loyal_customers
15670,1,1,1,hibernating
15671,4,5,5,loyal_customers
15673,2,4,5,at_risk
15674,2,4,5,at_risk
15675,2,3,2,at_risk
15676,4,3,5,potential_loyalists
15677,3,1,3,about_to_sleep
15678,3,1,2,about_to_sleep
15679,4,4,3,loyal_customers
15680,5,3,4,potential_loyalists
15681,4,4,4,loyal_customers
15683,2,1,1,hibernating
15687,5,5,5,champions
15689,2,3,2,at_risk
15690,5,3,1,potential_loyalists
15691,1,1,1,hibernating
15692,4,1,1,promising
15694,5,5,5,champions
15695,1,3,2,at_risk
15696,3,5,5,loyal_customers
15699,4,1,2,promising
15700,2,3,3,at_risk
15701,5,4,4,champions
15703,1,1,1,hibernating
15704,2,4,5,at_risk
15705,1,1,1,hibernating
15706,3,4,4,loyal_customers
15707,3,4,4,loyal_customers
15708,3,5,5,loyal_customers
15709,1,1,1,hibernating
15712,5,4,4,champions
15713,2,3,2,at_risk
15714,5,3,2,potential_loyalists
15716,2,4,4,at_risk
15717,1,1,1,hibernating
15719,4,5,5,loyal_customers
15720,4,1,3,promising
15721,5,1,3,new_customers
15722,3,4,5,loyal_customers
15723,1,1,1,hibernating
15724,1,3,1,at_risk
15725,4,1,2,promising
15727,4,5,5,loyal_customers
15729,1,1,1,hibernating
15730,3,3,4,need_attention
15732,1,3,2,at_risk
15733,1,1,1,hibernating
15734,2,3,4,at_risk
15737,4,5,4,loyal_customers
15738,4,5,5,loyal_customers
15739,3,1,2,about_to_sleep
15740,3,1,1,about_to_sleep
15743,4,4,3,loyal_customers
15744,2,1,1,hibernating
15745,4,4,4,loyal_customers
15746,2,1,1,hibernating
15747,5,3,4,potential_loyalists
15748,3,1,1,about_to_sleep
15749,1,3,5,at_risk
15750,5,5,5,champions
15752,3,5,5,loyal_customers
15753,1,2,1,hibernating
15754,3,3,2,need_attention
15755,5,5,5,champions
15756,3,4,3,loyal_customers
15757,3,3,3,need_attention
15758,4,2,1,potential_loyalists
15759,1,4,2,at_risk
15762,3,3,3,need_attention
15763,4,3,4,potential_loyalists
15764,2,5,5,cant_loose
15766,3,2,2,about_to_sleep
15768,2,4,3,at_risk
15769,5,5,5,champions
15773,5,2,3,potential_loyalists
15774,3,2,2,about_to_sleep
15775,1,2,1,hibernating
15776,2,2,1,hibernating
15777,1,4,4,at_risk
15780,1,4,2,at_risk
15781,4,4,2,loyal_customers
15782,5,4,5,champions
15783,5,2,1,potential_loyalists
15785,4,4,5,loyal_customers
15786,3,4,5,loyal_customers
15787,4,4,4,loyal_customers
15789,1,2,2,hibernating
15790,5,2,1,potential_loyalists
15791,3,3,4,need_attention
15793,4,4,4,loyal_customers
15795,2,2,3,hibernating
15796,5,5,5,champions
15797,2,4,5,at_risk
15799,2,4,3,at_risk
15800,2,3,3,at_risk
15801,3,4,4,loyal_customers
15802,2,2,2,hibernating
15803,3,2,2,about_to_sleep
15804,5,5,5,champions
15805,4,5,5,loyal_customers
15806,3,4,3,loyal_customers
15807,3,4,3,loyal_customers
15808,1,4,5,at_risk
15809,3,4,3,loyal_customers
15810,2,4,4,at_risk
15811,4,5,5,loyal_customers
15812,2,4,4,at_risk
15813,1,3,4,at_risk
15814,4,4,4,loyal_customers
15815,3,4,5,loyal_customers
15819,3,4,4,loyal_customers
15820,1,2,1,hibernating
15821,3,3,3,need_attention
15822,5,3,3,potential_loyalists
15823,1,2,1,hibernating
15825,2,2,3,hibernating
15826,3,4,4,loyal_customers
15827,2,5,4,cant_loose
15829,2,3,3,at_risk
15830,3,2,3,about_to_sleep
15831,3,4,3,loyal_customers
15832,1,2,3,hibernating
15834,3,4,5,loyal_customers
15835,3,4,4,loyal_customers
15836,3,2,1,about_to_sleep
15837,3,2,2,about_to_sleep
15838,5,5,5,champions
15839,3,4,4,loyal_customers
15840,3,3,2,need_attention
15841,2,4,4,at_risk
15843,1,2,1,hibernating
15844,3,2,1,about_to_sleep
15845,4,5,5,loyal_customers
15847,3,3,2,need_attention
15850,4,3,1,potential_loyalists
15852,1,3,1,at_risk
15853,3,2,1,about_to_sleep
15854,5,5,5,champions
15855,2,4,3,at_risk
15856,5,5,5,champions
15857,4,2,2,potential_loyalists
15858,4,4,4,loyal_customers
15860,3,5,4,loyal_customers
15861,5,5,5,champions
15862,5,4,3,champions
15863,4,3,1,potential_loyalists
15864,4,5,4,loyal_customers
15865,3,4,3,loyal_customers
15866,2,2,1,hibernating
15867,5,5,5,champions
15869,1,3,1,at_risk
15870,4,2,2,potential_loyalists
15872,4,3,2,potential_loyalists
15874,3,5,5,loyal_customers
15877,5,3,3,potential_loyalists
15880,1,2,2,hibernating
15881,1,4,3,at_risk
15882,1,4,3,at_risk
15883,5,3,2,potential_loyalists
15885,2,4,2,at_risk
15886,3,2,1,about_to_sleep
15888,2,2,1,hibernating
15889,2,3,2,at_risk
15891,1,2,3,hibernating
15894,1,3,2,at_risk
15895,2,2,1,hibernating
15897,1,3,1,at_risk
15898,5,4,4,champions
15899,1,2,1,hibernating
15900,4,2,2,potential_loyalists
15901,4,4,2,loyal_customers
15903,5,5,5,champions
15904,5,2,1,potential_loyalists
15906,4,5,4,loyal_customers
15907,5,4,4,champions
15909,2,2,1,hibernating
15910,5,5,4,champions
15912,2,3,2,at_risk
15916,4,5,4,loyal_customers
15917,1,2,1,hibernating
15918,1,3,2,at_risk
15919,4,3,3,potential_loyalists
15920,2,4,1,at_risk
15921,2,2,2,hibernating
15922,1,2,2,hibernating
15923,1,2,1,hibernating
15925,1,2,1,hibernating
15930,3,2,2,about_to_sleep
15932,5,5,5,champions
15933,4,4,4,loyal_customers
15935,1,3,2,at_risk
15937,3,2,1,about_to_sleep
15938,2,4,2,at_risk
15939,2,5,5,cant_loose
15940,1,2,1,hibernating
15942,2,2,2,hibernating
15944,1,2,2,hibernating
15945,1,2,1,hibernating
15947,2,2,4,hibernating
15948,5,3,4,potential_loyalists
15949,4,3,2,potential_loyalists
15950,4,4,4,loyal_customers
15951,5,3,3,potential_loyalists
15952,3,4,3,loyal_customers
15953,4,5,4,loyal_customers
15955,4,5,5,loyal_customers
15957,4,2,2,potential_loyalists
15958,2,2,1,hibernating
15963,4,3,2,potential_loyalists
15965,4,4,3,loyal_customers
15967,4,3,2,potential_loyalists
15969,5,4,3,champions
15970,1,2,2,hibernating
15971,4,5,5,loyal_customers
15973,1,2,2,hibernating
15974,3,5,5,loyal_customers
15975,2,2,2,hibernating
15976,2,3,2,at_risk
15977,4,3,4,potential_loyalists
15978,2,2,4,hibernating
15980,2,4,5,at_risk
15981,4,5,5,loyal_customers
15983,4,4,4,loyal_customers
15984,5,5,5,champions
15985,2,3,4,at_risk
15986,4,2,1,potential_loyalists
15987,5,5,4,champions
15988,4,2,1,potential_loyalists
15990,3,3,3,need_attention
15992,5,2,1,potential_loyalists
15993,5,5,5,champions
15994,3,2,2,about_to_sleep
15996,2,5,4,cant_loose
15998,3,4,5,loyal_customers
16000,5,4,5,champions
16003,4,4,5,loyal_customers
16005,5,4,3,champions
16006,1,2,1,hibernating
16007,3,4,4,loyal_customers
16008,4,4,2,loyal_customers
16009,4,4,4,loyal_customers
16010,1,4,2,at_risk
16011,5,5,5,champions
16012,3,4,4,loyal_customers
16013,5,5,5,champions
16014,3,4,3,loyal_customers
16015,5,4,3,champions
16016,5,5,4,champions
16017,3,2,1,about_to_sleep
16018,3,3,2,need_attention
16019,3,5,5,loyal_customers
16020,4,4,3,loyal_customers
16022,1,2,3,hibernating
16023,3,4,3,loyal_customers
16024,5,2,2,potential_loyalists
16025,4,2,2,potential_loyalists
16026,3,2,1,about_to_sleep
16027,2,5,3,cant_loose
16029,3,5,5,loyal_customers
16030,1,2,2,hibernating
16031,2,3,3,at_risk
16033,5,5,5,champions
16034,1,4,2,at_risk
16036,2,3,3,at_risk
16037,1,4,3,at_risk
16038,5,4,2,champions
16040,3,4,4,loyal_customers
16041,4,4,5,loyal_customers
16042,4,4,4,loyal_customers
16043,3,4,3,loyal_customers
16045,2,4,4,at_risk
16048,1,3,2,at_risk
16049,3,4,4,loyal_customers
16050,2,2,1,hibernating
16052,3,2,2,about_to_sleep
16053,4,3,4,potential_loyalists
16054,2,2,3,hibernating
16055,1,2,1,hibernating
16056,3,2,3,about_to_sleep
16057,4,5,5,loyal_customers
16059,3,5,4,loyal_customers
16062,5,4,4,champions
16063,1,2,2,hibernating
16065,1,2,2,hibernating
16066,4,4,4,loyal_customers
16070,4,3,3,potential_loyalists
16071,3,2,2,about_to_sleep
16072,1,2,3,hibernating
16073,1,2,1,hibernating
16076,5,5,5,champions
16078,1,2,1,hibernating
16079,4,4,4,loyal_customers
16080,2,3,1,at_risk
16081,3,4,5,loyal_customers
16083,2,3,4,at_risk
16084,1,2,2,hibernating
16085,4,4,4,loyal_customers
16086,3,4,4,loyal_customers
16091,2,3,2,at_risk
16092,2,4,3,at_risk
16093,2,2,1,hibernating
16094,5,4,4,champions
16096,1,2,2,hibernating
16097,1,2,1,hibernating
16098,2,5,4,cant_loose
16099,3,4,3,loyal_customers
16101,3,2,4,about_to_sleep
16102,3,4,4,loyal_customers
16103,5,5,4,champions
16104,3,2,2,about_to_sleep
16105,1,2,2,hibernating
16106,3,2,1,about_to_sleep
16107,4,5,5,loyal_customers
16108,2,2,3,hibernating
16109,1,3,3,at_risk
16110,3,4,4,loyal_customers
16112,2,4,1,at_risk
16113,1,2,1,hibernating
16114,2,2,1,hibernating
16115,5,5,4,champions
16116,1,2,3,hibernating
16117,1,2,1,hibernating
16119,5,3,2,potential_loyalists
16120,3,4,4,loyal_customers
16121,3,3,3,need_attention
16122,2,4,3,at_risk
16123,3,2,2,about_to_sleep
16124,1,2,1,hibernating
16125,1,2,2,hibernating
16126,4,4,5,loyal_customers
16127,3,2,3,about_to_sleep
16128,4,4,4,loyal_customers
16131,3,5,5,loyal_customers
16133,5,5,5,champions
16134,4,3,3,potential_loyalists
16135,1,2,3,hibernating
16136,3,4,3,loyal_customers
16139,4,4,3,loyal_customers
16140,3,3,3,need_attention
16141,2,2,3,hibernating
16142,1,2,3,hibernating
16143,5,5,5,champions
16144,1,2,1,hibernating
16145,5,5,5,champions
16146,2,4,3,at_risk
16147,2,2,2,hibernating
16148,1,2,1,hibernating
16149,5,3,2,potential_loyalists
16150,3,4,4,loyal_customers
16152,1,2,4,hibernating
16153,3,4,4,loyal_customers
16156,5,5,5,champions
16157,4,4,3,loyal_customers
16159,1,2,2,hibernating
16160,3,3,4,need_attention
16161,5,5,5,champions
16162,1,2,1,hibernating
16163,1,3,3,at_risk
16164,4,4,3,loyal_customers
16168,5,5,5,champions
16169,5,4,4,champions
16170,3,5,4,loyal_customers
16171,3,2,1,about_to_sleep
16172,2,4,4,at_risk
16173,4,5,4,loyal_customers
16174,2,4,4,at_risk
16175,2,4,4,at_risk
16177,3,2,2,about_to_sleep
16178,2,2,1,hibernating
16179,3,2,1,about_to_sleep
16180,2,5,5,cant_loose
16181,2,2,2,hibernating
16182,2,4,5,at_risk
16183,3,2,2,about_to_sleep
16184,3,5,4,loyal_customers
16185,4,3,3,potential_loyalists
16186,4,5,5,loyal_customers
16187,4,5,5,loyal_customers
16188,3,4,4,loyal_customers
16189,4,3,1,potential_loyalists
16190,3,2,1,about_to_sleep
16191,5,5,5,champions
16193,1,2,2,hibernating
16198,2,2,2,hibernating
16200,5,3,4,potential_loyalists
16201,5,4,4,champions
16202,1,2,2,hibernating
16203,3,4,3,loyal_customers
16204,4,2,2,potential_loyalists
16205,4,4,3,loyal_customers
16206,3,4,3,loyal_customers
16207,4,2,2,potential_loyalists
16208,3,3,3,need_attention
16209,2,4,5,at_risk
16210,5,5,5,champions
16211,2,2,3,hibernating
16212,4,3,3,potential_loyalists
16213,2,2,1,hibernating
16214,2,4,4,at_risk
16215,2,2,1,hibernating
16216,1,2,3,hibernating
16217,1,3,2,at_risk
16218,4,5,5,loyal_customers
16221,3,4,3,loyal_customers
16222,1,2,3,hibernating
16224,3,4,4,loyal_customers
16225,3,4,4,loyal_customers
16226,1,4,2,at_risk
16227,1,2,2,hibernating
16229,2,3,4,at_risk
16230,1,3,3,at_risk
16232,3,4,4,loyal_customers
16233,3,4,3,loyal_customers
16235,3,4,3,loyal_customers
16236,2,2,2,hibernating
16239,3,3,2,need_attention
16240,4,3,5,potential_loyalists
16241,5,5,5,champions
16242,5,5,5,champions
16243,3,3,2,need_attention
16244,1,3,4,at_risk
16245,4,4,4,loyal_customers
16247,2,2,1,hibernating
